year,province,region_code,population,gdpk,prisons_total,prisons_closed,prisons_open,prisons_semiopen,prisons_juvenile,cr_educ_total,cr_educ_illiterate,cr_educ_litnoschool,cr_ educ_primaryfour,cr_educ_primaryeight,cr_educ_juniorhs,cr_educ_hs,cr_educ_uni,cr_educ_unknown,cd_type_total,cr_type_total,cd_type_homicide,cr_type_homicide,cd_type_assault,cr_type_assault,cd_ type_sexual,cr_type_sexual,cd_type_kidnapping,cr_type_kidnapping,cd_type_defamation,cr_type_defamation,cd_type_theft,cr_type_theft,cd_type_robbery,cr_type_robbery,cd_type_swindling,cr_type_swindling,cd_type_drugspc,cr_type_drugspc,cd_type_drugsuse,cr_type_drugsuse,cd_type_forgery,cr_type_forgery,cd_type_badtreatment,cr_type_badtreatment,cd_type_embezzlement,cr_type_embezzlement,cd_type_bribery,cr_type_bribery,cd_type_smuggling,cr_type_smuggling,cd_type_traffic,cr_type_traffic,cd_type_forestry,cr_type_forestry,cd_type_arms,cr_type_arms,cd_type_bankruptcy,cr_type_bankruptcy,cd_type_military,cr_type_military,cd_type_cheque,cr_type_cheque,cd_type_threat,cr_type_threat,cd_type_propertydamage,cr_type_propertydamage,cd_type_performanceprevention,cr_type_performanceprevention,cd_type_familyprotection,cr_type_familyprotection,cd_type_other,cr_type_other,cd_type_unknown,cr_type_unknown,registered_voters_loc,registered_voters_gen,registered_voters_ref,participation_rate,participation_rate15,participation_rate_loc,participation_ref,akp_gen,akp_15,chp_gen,chp_15,mhp_gen,mhp_15,hdp_gen,hdp_15,loc_mayors,mhp_loc,akp_loc,chp_loc,ref_yes,ref_no,crude_divorce_rate100,divorce_byd_1_10,divorce_byd_11_15,divorce_byd_16,divorce_byd_below1,divorce_byd_1,divorce_byd_2,crude_suicide_rate1000,suicides_male_total,suicides_female_total,suicides_male_below15,suicides_male_15,suicides_male_25,suicides_male_35,suicides_male_45,suicides_male_55,suicides_male_65,suicides_male_75,suicides_female_below15,suicides_female_15,suicides_female_25,suicides_female_35,suicides_female_45,suicides_female_55,suicides_female_65,suicides_female_75,vs_akp,vs_chp,vs_mhp,vs_hdp,ms_akp,ms_chp,ms_mhp,educ_hs,educ_col,region
2002,igdir,TRA23,171942,1361,3,3,0,0,0,212,13,15,114,0,34,35,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87307,NA,73.3,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,72,22,30,23,44,18,7.38,3,10,0,1,1,1,0,0,0,0,0,8,1,0,1,0,0,0,0,1,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,dogu
2002,isparta,TR612,490223,1699,7,6,1,0,0,734,1,5,501,0,122,98,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261973,NA,85.9,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,132,70,115,41,61,47,5.01,15,6,1,5,2,2,3,0,0,2,0,3,1,1,0,1,0,0,4,1,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,akdeniz
2002,istanbul,TR100,10657514,7043,10,9,0,0,1,10930,346,190,6887,0,1583,1549,375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7159151,NA,75.7,NA,NA,NA,43,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,4201,2937,4589,758,1952,1586,2.76,210,105,2,36,52,45,35,21,12,7,3,45,23,13,9,6,4,2,43,27,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,marmara
2002,izmir,TR310,3462990,4050,20,17,2,0,1,6877,155,156,5161,0,694,598,113,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2423285,NA,80.1,NA,NA,NA,8,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32,1702,1237,2084,282,678,594,5.46,124,67,4,22,28,21,24,13,7,5,0,31,15,8,10,2,1,0,8,16,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,ege
2002,kahramanmaras,TR632,1002893,1814,7,7,0,0,0,692,21,13,574,0,35,44,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541615,NA,75.3,NA,NA,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,316,132,156,47,103,96,4.31,23,18,2,6,7,3,1,1,1,2,3,7,1,1,3,2,0,1,7,1,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,akdeniz
2002,karabuk,TR812,221177,2819,4,4,0,0,0,295,1,3,215,0,45,23,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156811,NA,82.7,NA,NA,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,57,36,82,18,38,27,1.44,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,karadeniz
2002,karaman,TR522,241187,3576,2,2,0,0,0,360,9,11,259,0,46,30,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131836,NA,87.7,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,76,48,66,22,43,34,2.3,2,3,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,2,1,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,icanadolu
2002,kars,TRA22,321814,1533,6,6,0,0,0,577,14,23,366,0,113,58,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176648,NA,71.4,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,29,15,13,13,10,15,8.64,16,12,0,7,2,4,1,2,0,0,1,4,2,3,1,1,0,0,2,1,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,dogu
2002,kastamonu,TR821,371700,2415,9,8,1,0,0,716,21,10,527,0,86,64,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264823,NA,82,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,65,44,114,21,37,25,3.67,7,6,0,1,4,1,0,0,0,1,0,1,0,1,0,2,1,1,3,1,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,karadeniz
2002,kayseri,TR721,1086599,3948,12,11,1,0,0,1132,22,14,943,0,71,69,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652995,NA,79.4,NA,NA,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,375,198,282,50,157,138,2.53,18,9,0,6,4,3,1,2,1,1,0,1,7,1,0,0,0,0,7,1,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,icanadolu
2002,kilis,TRC13,115659,1659,1,1,0,0,0,132,8,12,96,0,4,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65965,NA,79.8,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,32,13,21,4,7,7,1.79,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,guneydogu
2002,kirikkale,TR711,357690,2454,4,4,0,0,0,498,10,22,297,0,92,65,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194168,NA,80.2,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,79,58,98,17,33,28,2.44,7,0,0,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,3,1,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,icanadolu
2002,kirklareli,TR213,329660,3190,5,5,0,0,0,536,19,24,394,0,37,51,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229391,NA,86.2,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29,86,55,93,26,35,41,3.68,9,3,0,1,0,1,3,1,3,0,0,1,0,1,1,0,0,0,1,2,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,marmara
2002,kirsehir,TR715,245723,2425,3,2,1,0,0,315,3,4,206,0,62,39,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156888,NA,76.3,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83,159,94,95,30,61,45,2.25,5,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,icanadolu
2002,kocaeli,TR421,1264046,6632,6,6,0,0,0,1406,29,32,982,0,195,150,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752556,NA,89.5,NA,NA,NA,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,355,214,319,69,159,122,2.98,28,9,0,8,8,4,2,2,3,1,0,2,4,2,0,0,0,1,6,3,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,marmara
2002,konya,TR521,2133896,2929,18,16,2,0,0,2518,45,37,1979,0,237,187,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1103009,NA,83.4,NA,NA,NA,14,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,687,318,436,166,275,251,2.2,31,10,0,6,8,7,4,3,2,1,1,4,4,0,1,0,0,0,14,2,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,icanadolu
2002,kutahya,TR333,638656,2018,8,7,1,0,0,1145,25,21,827,0,152,101,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398308,NA,89,NA,NA,NA,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,146,93,123,52,85,75,1.52,3,6,0,0,1,2,0,0,0,0,0,2,1,0,1,1,1,0,6,0,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,ege
2002,malatya,TRB11,820761,1944,7,7,0,0,0,743,37,31,410,0,135,114,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449965,NA,72.7,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,132,78,134,17,50,58,1.44,7,3,1,1,1,2,1,0,1,0,1,1,0,1,0,0,0,0,5,2,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,dogu
2002,manisa,TR331,1275108,2286,12,12,0,0,0,3090,81,52,2473,0,289,170,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850783,NA,87.4,NA,NA,NA,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29,324,245,414,57,171,143,2.64,23,11,0,2,6,5,7,2,0,1,0,1,5,1,3,0,1,0,6,4,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,ege
2002,mardin,TRC31,715268,1525,6,6,0,0,0,252,22,11,145,0,32,36,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312132,NA,74.3,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,52,25,32,9,14,15,1.39,3,7,1,0,1,1,0,0,0,0,0,4,1,2,0,0,0,0,3,2,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,guneydogu
2002,mersin,TR622,1637537,2744,7,7,0,0,0,2553,105,70,1662,0,356,295,65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,928757,NA,76.2,NA,NA,NA,5,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,501,394,671,106,190,165,2.38,23,13,0,4,9,6,2,1,1,0,0,5,4,1,0,1,2,0,5,7,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,akdeniz
2002,mugla,TR323,728037,3671,7,6,1,0,0,1722,29,6,1425,0,108,125,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478342,NA,83.2,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85,256,155,265,76,149,127,25.69,69,107,0,21,11,20,7,5,3,2,2,56,25,16,4,1,3,0,2,4,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,ege
2002,mus,TRB22,441618,1233,4,4,0,0,0,236,15,14,162,0,23,19,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168085,NA,79.6,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,12,5,11,2,10,7,4.7,8,11,2,3,3,0,0,0,0,0,3,5,1,0,0,0,1,1,3,1,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,dogu
2002,nevsehir,TR714,302451,2139,2,2,0,0,0,785,17,10,617,0,83,51,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183317,NA,82.7,NA,NA,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68,166,126,125,40,63,58,2.89,8,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,icanadolu
2002,nigde,TR713,343981,2019,3,2,1,0,0,527,4,34,437,0,28,23,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209794,NA,74.8,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,80,50,48,20,48,41,0.62,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,icanadolu
2002,ordu,TR902,844679,1574,9,7,2,0,0,647,17,13,513,0,51,49,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478547,NA,74.1,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,129,113,189,41,93,56,0.99,4,3,0,0,1,1,2,0,0,0,1,2,0,0,0,0,0,0,5,2,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,karadeniz
2002,osmaniye,TR633,457307,1611,3,3,0,0,0,659,29,27,442,0,81,68,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264169,NA,78.1,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,88,60,92,34,47,40,8.09,15,19,0,8,1,3,1,0,1,1,0,12,5,1,1,0,0,0,3,1,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,akdeniz
2002,rize,TR904,353517,2880,2,2,0,0,0,267,2,7,189,0,39,25,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224185,NA,73.9,NA,NA,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,60,35,62,10,33,32,2.26,4,3,0,1,2,1,0,0,0,0,0,1,2,0,0,0,0,0,3,0,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,karadeniz
2002,sakarya,TR422,775933,3169,5,5,0,0,0,1551,29,29,1123,0,256,102,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523213,NA,83.8,NA,NA,NA,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31,223,153,197,55,106,74,0.91,5,2,0,1,2,1,0,1,0,0,0,0,2,0,0,0,0,0,6,0,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,marmara
2002,samsun,TR831,1214093,2244,7,7,0,0,0,2302,45,49,1978,0,89,120,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,796896,NA,78.5,NA,NA,NA,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29,371,232,306,78,133,128,2,17,7,0,4,4,5,0,1,3,0,0,4,0,0,1,0,2,0,7,2,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,karadeniz
2002,sanliurfa,TRC21,1463341,1479,10,9,1,0,0,988,74,104,587,0,95,117,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570168,NA,78.3,NA,NA,NA,7,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,149,65,89,15,46,62,2.51,19,14,2,5,5,3,3,1,0,0,0,12,2,0,0,0,0,0,7,3,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,guneydogu
2002,siirt,TRC34,270639,1349,5,4,1,0,0,134,24,5,64,0,13,17,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119198,NA,61.8,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,6,8,1,2,6,0,1.09,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,guneydogu
2002,sinop,TR823,218784,1891,5,5,0,0,0,204,4,5,152,0,23,18,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148000,NA,78,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,75,43,77,17,34,25,2.56,3,2,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,karadeniz
2002,sirnak,TRC33,368899,1927,5,5,0,0,0,213,25,37,106,0,14,29,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142173,NA,76.3,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,9,6,7,3,6,1,1.6,3,3,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,7,11,0.6438356164383562,0.1095890410958904,0,NA,NA,dogu
