year,province,region_code,population,gdpk,prisons_total,prisons_closed,prisons_open,prisons_semiopen,prisons_juvenile,cr_educ_total,cr_educ_illiterate,cr_educ_litnoschool,cr_ educ_primaryfour,cr_educ_primaryeight,cr_educ_juniorhs,cr_educ_hs,cr_educ_uni,cr_educ_unknown,cd_type_total,cr_type_total,cd_type_homicide,cr_type_homicide,cd_type_assault,cr_type_assault,cd_ type_sexual,cr_type_sexual,cd_type_kidnapping,cr_type_kidnapping,cd_type_defamation,cr_type_defamation,cd_type_theft,cr_type_theft,cd_type_robbery,cr_type_robbery,cd_type_swindling,cr_type_swindling,cd_type_drugspc,cr_type_drugspc,cd_type_drugsuse,cr_type_drugsuse,cd_type_forgery,cr_type_forgery,cd_type_badtreatment,cr_type_badtreatment,cd_type_embezzlement,cr_type_embezzlement,cd_type_bribery,cr_type_bribery,cd_type_smuggling,cr_type_smuggling,cd_type_traffic,cr_type_traffic,cd_type_forestry,cr_type_forestry,cd_type_arms,cr_type_arms,cd_type_bankruptcy,cr_type_bankruptcy,cd_type_military,cr_type_military,cd_type_cheque,cr_type_cheque,cd_type_threat,cr_type_threat,cd_type_propertydamage,cr_type_propertydamage,cd_type_performanceprevention,cr_type_performanceprevention,cd_type_familyprotection,cr_type_familyprotection,cd_type_other,cr_type_other,cd_type_unknown,cr_type_unknown,registered_voters_loc,registered_voters_gen,registered_voters_ref,participation_rate,participation_rate15,participation_rate_loc,participation_ref,akp_gen,akp_15,chp_gen,chp_15,mhp_gen,mhp_15,hdp_gen,hdp_15,loc_mayors,mhp_loc,akp_loc,chp_loc,ref_yes,ref_no,crude_divorce_rate100,divorce_byd_1_10,divorce_byd_11_15,divorce_byd_16,divorce_byd_below1,divorce_byd_1,divorce_byd_2,crude_suicide_rate1000,suicides_male_total,suicides_female_total,suicides_male_below15,suicides_male_15,suicides_male_25,suicides_male_35,suicides_male_45,suicides_male_55,suicides_male_65,suicides_male_75,suicides_female_below15,suicides_female_15,suicides_female_25,suicides_female_35,suicides_female_45,suicides_female_55,suicides_female_65,suicides_female_75,vs_akp,vs_chp,vs_mhp,vs_hdp,ms_akp,ms_chp,ms_mhp,educ_hs,educ_col,region
2012,duzce,TR423,266558,10292,2,1,1,0,0,592,6,17,164,172,48,125,14,46,488,592,9,49,72,99,2,9,3,11,3,4,46,35,7,9,7,5,4,7,8,1,14,19,1,0,3,1,0,1,3,9,3,4,14,17,27,31,205,201,3,3,2,2,0,0,0,0,0,0,0,0,52,75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,132,87,106,11,46,42,2.32,6,2,0,1,0,1,2,1,0,0,0,1,0,1,0,0,0,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,55583,22594,karadeniz
2012,edirne,TR212,333866,10256,6,5,1,0,0,1010,18,74,320,230,90,160,33,85,941,1010,41,35,129,132,16,27,7,6,17,17,72,94,22,16,8,10,46,63,5,9,28,16,0,0,0,3,0,0,33,32,6,7,0,1,16,21,219,214,95,81,12,5,0,0,0,0,0,0,0,0,169,221,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,117,80,139,15,56,42,7.01,23,5,1,0,0,6,6,6,3,1,0,1,1,1,2,0,0,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,73928,33003,marmara
2012,elazig,TRB12,424178,7686,4,3,1,0,0,902,9,47,140,304,88,220,46,48,795,902,32,56,105,139,10,6,12,9,9,14,60,56,30,23,6,10,125,110,8,14,14,20,0,0,3,4,0,1,26,18,1,1,1,1,32,51,147,148,86,103,6,3,0,0,0,0,0,0,0,0,82,115,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,127,110,152,43,47,47,6.06,22,12,1,4,4,6,2,3,1,1,0,1,2,4,1,2,1,1,39,28,10,11,0.6410256410256411,0.358974358974359,0,92484,41032,dogu
2012,erzincan,TRA12,170433,10955,1,0,1,0,0,347,8,35,65,116,31,60,16,16,325,347,15,15,55,52,7,7,4,3,7,8,42,51,1,3,3,5,7,6,0,1,10,4,0,0,4,2,0,0,3,3,3,5,0,0,11,11,59,59,33,46,3,1,0,0,0,0,0,0,0,0,58,65,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26,54,36,52,7,35,27,5.54,11,1,0,4,0,0,3,2,2,0,0,1,0,0,0,0,0,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,40940,16516,dogu
2012,erzurum,TRA11,550424,6630,6,5,1,0,0,1084,24,71,234,317,96,245,48,49,996,1084,48,69,126,163,11,10,6,4,7,10,107,93,25,21,4,8,44,34,4,6,27,29,0,0,2,1,0,0,8,10,1,1,1,1,64,59,306,309,68,71,3,1,0,0,0,0,0,0,0,0,134,184,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,95,46,104,17,46,44,2.69,15,6,1,3,5,0,2,2,2,0,1,3,2,0,0,0,0,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,112465,48213,dogu
2012,eskisehir,TR412,642954,12467,4,3,1,0,0,1542,12,57,257,502,148,378,77,111,1430,1542,54,57,232,264,28,21,4,3,50,58,152,179,33,19,19,32,26,32,8,9,62,82,1,1,0,1,0,0,7,9,7,9,3,3,32,41,419,424,70,82,13,5,0,0,0,0,0,0,0,0,210,211,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01,324,220,410,36,159,127,6.24,38,11,2,4,10,6,4,6,4,2,0,1,3,1,3,1,0,2,39,28,10,11,0.6410256410256411,0.358974358974359,0,179768,85602,icanadolu
2012,gaziantep,TRC11,1176660,7445,6,5,1,0,0,3088,24,291,848,1005,242,429,81,168,2996,3088,94,202,330,342,18,31,22,16,12,14,449,391,84,121,41,36,124,130,81,63,64,80,0,0,4,4,1,0,39,43,6,4,3,5,228,214,962,976,105,116,76,34,0,0,0,0,0,0,0,0,253,266,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31,499,313,441,123,228,193,3.1,39,16,0,13,9,8,6,2,0,1,1,6,4,1,2,0,1,1,39,28,10,11,0.6410256410256411,0.358974358974359,0,190616,82703,guneydogu
2012,giresun,TR903,337667,6882,2,0,2,0,0,518,3,28,132,151,57,102,17,28,448,518,26,47,95,106,17,23,4,8,12,14,29,29,3,6,8,12,5,3,6,3,14,12,0,0,0,0,0,0,6,5,15,14,4,4,33,36,97,91,1,2,2,0,0,0,0,0,0,0,0,0,71,103,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,91,82,121,21,39,44,2.86,10,2,0,2,2,3,1,0,1,1,0,1,1,0,0,0,0,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,69490,29715,karadeniz
2012,gumushane,TR906,105431,8361,1,0,1,0,0,140,2,5,30,43,11,30,12,7,104,140,6,5,24,34,0,2,1,1,2,3,3,5,0,0,1,0,0,3,0,0,10,13,0,0,0,0,0,0,1,2,5,5,0,0,9,12,15,14,0,0,0,0,0,0,0,0,0,0,0,0,27,41,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,16,9,11,6,11,13,2.24,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,24436,9102,karadeniz
2012,hakkari,TRB24,183958,5085,1,1,0,0,0,119,5,11,25,34,2,31,5,6,169,119,2,0,7,7,1,1,2,1,0,0,12,7,3,0,0,0,57,40,0,0,10,5,0,0,0,0,0,0,8,12,0,0,0,0,11,6,1,1,8,6,0,0,0,0,0,0,0,0,0,0,47,33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,11,8,4,1,5,2,3.62,6,4,0,3,0,2,0,0,0,0,0,3,1,0,0,0,0,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,39588,11552,dogu
2012,hatay,TR631,1042943,7332,8,5,3,0,0,1648,17,136,518,458,143,225,23,128,1471,1648,55,95,222,249,15,30,11,13,22,22,155,195,37,51,23,33,258,253,46,38,48,50,1,1,1,3,1,3,78,86,0,1,12,9,73,83,177,172,10,5,11,4,0,0,0,0,0,0,0,0,215,252,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,440,294,439,149,182,159,2.98,36,8,3,12,1,9,5,3,2,1,2,5,0,0,1,0,0,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,190407,83272,akdeniz
2012,igdir,TRA23,127347,6605,1,1,0,0,0,166,7,17,51,50,11,18,5,7,122,166,19,20,21,32,3,3,0,2,1,2,8,8,5,13,0,0,7,8,0,0,4,5,0,1,0,1,0,0,4,5,0,0,0,0,9,6,16,17,2,3,0,0,0,0,0,0,0,0,0,0,23,40,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,48,23,37,4,21,17,7.38,11,3,0,10,0,0,1,0,0,0,0,2,1,0,0,0,0,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,21640,8865,dogu
2012,isparta,TR612,331233,9544,3,2,1,0,0,910,11,21,225,331,79,156,37,50,747,910,25,50,132,159,12,21,7,9,20,23,40,61,20,29,18,25,15,9,8,11,9,22,0,0,2,6,0,0,1,2,9,9,3,6,16,16,203,198,93,94,11,4,0,0,0,0,0,0,0,0,103,156,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56,144,82,168,26,47,50,6.52,18,9,0,2,3,4,5,3,0,1,0,1,1,3,3,1,0,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,81195,37235,akdeniz
2012,istanbul,TR100,10555290,19223,21,17,3,0,1,14546,105,1055,3248,3976,1105,2497,519,2041,14813,14546,563,1035,1231,1333,130,258,90,67,100,92,2160,2058,991,1007,284,349,2593,1936,483,466,626,593,5,5,24,19,9,6,50,49,22,21,6,6,785,802,2097,2114,344,373,646,220,0,0,0,0,0,0,0,0,1574,1737,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95,5922,4197,7089,448,2106,1922,3.94,395,147,3,85,109,68,52,40,14,21,3,32,35,35,15,12,7,8,39,28,10,11,0.6410256410256411,0.358974358974359,0,2494781,1332877,marmara
2012,izmir,TR310,3212690,13654,21,14,5,0,2,8975,82,608,2611,2433,701,1568,425,547,8325,8975,272,431,992,1097,89,143,43,62,141,149,902,995,374,370,177,191,473,431,268,285,301,303,5,4,18,12,3,5,62,73,56,63,9,12,346,411,2281,2247,260,277,197,70,0,0,0,0,0,0,0,0,1056,1344,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73,2201,1624,2943,341,923,764,5.44,176,41,2,20,30,30,39,24,15,15,0,6,9,8,9,4,2,3,39,28,10,11,0.6410256410256411,0.358974358974359,0,751329,430123,ege
2012,kahramanmaras,TR632,735865,6903,3,2,1,0,0,1700,23,99,436,493,144,335,77,93,1510,1700,62,66,164,226,21,58,16,15,22,18,117,154,41,35,20,19,37,33,41,35,69,107,1,1,3,4,0,0,20,24,10,10,10,14,55,51,611,605,5,6,20,11,0,0,0,0,0,0,0,0,165,208,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,283,176,230,108,154,125,5.1,32,22,3,3,8,5,3,5,2,2,3,7,2,6,2,0,2,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,135283,53191,akdeniz
2012,karabuk,TR812,183743,8874,3,1,2,0,0,350,2,10,74,126,43,74,12,9,315,350,13,18,41,55,6,5,7,4,10,8,35,37,4,9,9,9,4,4,0,1,7,7,0,0,3,1,0,0,1,1,2,4,0,0,10,10,126,120,0,0,3,1,0,0,0,0,0,0,0,0,34,56,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62,89,47,86,20,22,26,6.29,13,1,0,1,1,2,3,2,1,3,0,0,0,0,0,0,0,1,39,28,10,11,0.6410256410256411,0.358974358974359,0,43168,19496,karadeniz
2012,karaman,TR522,177373,10141,2,1,1,0,0,574,4,22,141,210,48,108,26,15,519,574,35,18,85,101,9,22,10,10,8,10,14,29,19,11,2,3,3,16,0,1,14,13,0,0,2,3,0,0,1,1,6,10,1,3,16,19,218,226,2,2,5,3,0,0,0,0,0,0,0,0,69,73,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79,81,51,75,19,44,47,2.56,5,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,32377,15107,icanadolu
2012,kars,TRA22,210765,5700,3,2,1,0,0,414,5,29,97,136,27,74,16,30,323,414,27,28,73,94,3,2,1,5,6,7,24,28,3,11,1,1,0,4,2,2,5,3,0,0,1,1,0,0,1,4,1,1,6,6,23,37,12,10,91,99,2,1,0,0,0,0,0,0,0,0,41,70,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,33,22,10,4,11,9,4.91,13,2,1,2,1,1,4,2,2,0,0,1,1,0,0,0,0,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,33844,14803,dogu
2012,kastamonu,TR821,291946,9021,5,3,2,0,0,808,8,26,238,212,125,150,25,24,738,808,32,58,77,86,7,25,3,6,20,18,28,20,8,6,3,7,12,7,0,0,19,15,1,1,3,5,0,0,4,4,4,5,2,2,40,44,380,373,1,1,4,1,0,0,0,0,0,0,0,0,90,124,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,97,69,118,4,37,37,8.06,23,6,0,4,5,2,2,3,4,3,0,0,0,1,1,1,1,2,39,28,10,11,0.6410256410256411,0.358974358974359,0,50381,21945,karadeniz
2012,kayseri,TR721,935533,10146,9,8,1,0,0,2355,23,126,561,774,178,491,100,102,2135,2355,90,78,292,339,47,64,18,23,29,37,285,275,67,78,34,24,83,94,19,10,62,88,1,0,8,6,1,0,5,8,4,8,0,0,85,113,669,669,6,10,63,23,0,0,0,0,0,0,0,0,267,408,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82,487,285,443,116,271,194,5.69,48,24,0,8,10,12,4,6,4,3,2,7,5,6,0,1,2,1,39,28,10,11,0.6410256410256411,0.358974358974359,0,211048,96408,icanadolu
2012,kilis,TRC13,85659,5586,1,1,0,0,0,208,5,17,44,76,19,38,6,3,206,208,12,19,46,52,3,5,0,0,4,5,29,24,3,8,0,0,32,17,8,7,10,11,0,0,0,0,1,1,11,12,0,0,1,1,8,4,14,13,3,2,1,0,0,0,0,0,0,0,0,0,20,27,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,28,16,38,3,18,11,3.22,4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,14512,6139,guneydogu
2012,kirikkale,TR711,215104,8901,3,3,0,0,0,366,5,14,64,104,39,112,13,15,334,366,15,17,62,76,7,8,1,1,5,3,41,49,10,12,3,4,4,4,3,3,15,12,0,0,1,1,0,0,2,5,2,3,0,0,15,21,95,92,2,2,3,1,0,0,0,0,0,0,0,0,48,52,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87,105,84,109,33,45,42,3.27,7,2,0,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,61202,19946,icanadolu
2012,kirklareli,TR213,284105,12583,5,5,0,0,0,565,15,39,170,142,59,99,9,32,560,565,23,34,101,87,13,17,6,1,12,8,56,55,8,6,6,3,11,10,1,1,7,13,0,1,3,4,0,1,3,9,8,9,1,2,13,12,199,200,7,3,5,3,0,0,0,0,0,0,0,0,77,86,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,125,94,130,16,39,43,5.87,17,3,1,2,2,3,1,6,1,1,0,0,0,1,1,0,1,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,68283,28140,marmara
2012,kirsehir,TR715,172925,8122,3,2,1,0,0,343,5,11,77,115,36,78,9,12,236,343,5,23,33,59,8,11,3,2,5,6,21,36,9,7,2,4,4,8,3,3,10,13,0,0,0,1,0,0,1,4,7,7,0,0,8,10,73,76,0,0,0,0,0,0,0,0,0,0,0,0,44,73,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,112,67,85,40,39,39,3.17,4,3,0,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,41337,16477,icanadolu
2012,kocaeli,TR421,1237317,18468,8,7,1,0,0,1868,19,101,361,688,134,354,59,152,1689,1868,82,149,276,355,42,46,10,14,30,33,194,220,77,70,33,36,91,53,40,40,72,77,0,0,5,8,1,0,15,15,8,6,6,5,111,104,242,241,126,143,26,8,0,0,0,0,0,0,0,0,202,245,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56,539,396,602,78,240,196,3.4,46,9,0,10,5,7,12,9,1,2,0,3,2,2,0,1,0,1,39,28,10,11,0.6410256410256411,0.358974358974359,0,311910,138153,marmara
2012,konya,TR521,1513345,8535,7,4,3,0,0,3080,13,143,1035,872,289,508,96,124,2659,3080,117,115,362,444,44,60,13,14,43,49,238,296,54,57,41,49,29,45,45,37,76,112,0,1,0,4,1,0,12,22,23,28,3,6,103,132,1033,1045,14,19,66,22,0,0,0,0,0,0,0,0,342,523,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81,808,512,742,149,341,315,3.91,58,22,1,13,17,6,9,7,1,4,3,7,3,2,2,2,2,1,39,28,10,11,0.6410256410256411,0.358974358974359,0,264925,139808,icanadolu
2012,kutahya,TR333,463216,8694,3,2,1,0,0,970,11,26,266,283,113,209,36,26,801,970,29,36,123,174,8,20,8,9,15,17,63,89,8,18,12,16,5,1,1,0,26,46,0,0,2,4,0,0,3,3,8,8,0,0,17,31,352,345,4,5,4,2,0,0,0,0,0,0,0,0,113,146,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64,188,153,202,37,89,83,4.39,14,11,0,1,6,2,3,1,1,0,0,1,2,1,1,4,1,1,39,28,10,11,0.6410256410256411,0.358974358974359,0,101191,36883,ege
2012,malatya,TRB11,568865,6868,3,3,0,0,0,817,9,40,147,313,74,166,25,43,761,817,61,60,115,146,15,11,9,1,4,8,102,110,20,21,10,13,88,88,4,4,13,19,0,0,2,1,0,0,7,4,8,8,4,3,24,41,41,39,39,33,8,3,0,0,0,0,0,0,0,0,187,204,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,167,118,211,29,69,61,4.6,27,8,1,6,6,5,4,1,3,1,0,3,0,2,1,0,2,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,134218,59123,dogu
2012,manisa,TR331,1057981,10871,11,8,3,0,0,3087,20,137,1186,866,237,456,95,90,2783,3087,107,159,398,513,53,80,42,42,57,57,272,300,76,79,44,53,106,67,33,33,56,76,2,3,6,6,1,1,23,29,39,40,8,9,103,105,971,970,6,9,19,6,0,0,0,0,0,0,0,0,361,450,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76,513,361,566,83,225,154,3.57,38,10,0,8,6,10,3,1,6,4,0,1,4,1,1,1,2,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,183932,85247,ege
2012,mardin,TRC31,485036,5729,4,4,0,0,0,445,11,40,115,129,32,87,7,24,368,445,26,44,32,49,1,10,2,5,2,1,39,54,3,10,3,5,31,39,4,4,25,23,0,0,1,2,1,3,32,26,3,3,2,1,37,36,11,10,5,6,1,0,0,0,0,0,0,0,0,0,107,114,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,63,55,66,24,40,25,4.42,20,14,3,10,2,2,0,0,2,0,4,6,1,0,1,1,1,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,75882,27921,guneydogu
2012,mersin,TR622,1260286,9357,5,4,1,0,0,3563,31,268,938,953,319,688,130,236,3289,3563,131,161,380,451,32,41,16,11,44,49,463,429,92,82,55,57,122,177,106,91,97,113,2,4,4,4,0,4,38,36,30,27,11,15,120,138,1074,1074,39,52,25,8,0,0,0,0,0,0,0,0,408,539,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,663,453,792,152,292,199,5.37,61,29,3,10,10,11,10,7,6,3,2,12,2,5,2,1,4,1,39,28,10,11,0.6410256410256411,0.358974358974359,0,266398,129277,akdeniz
2012,mugla,TR323,672389,12233,7,4,3,0,0,1788,9,69,614,417,142,335,87,115,1595,1788,55,100,228,261,30,39,16,14,36,39,146,171,23,38,18,15,33,35,12,10,42,39,0,1,6,4,2,0,18,18,29,26,8,14,52,50,579,575,0,0,26,13,0,0,0,0,0,0,0,0,236,326,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56,451,315,521,77,211,146,6.16,41,11,0,7,6,7,10,7,0,3,0,4,1,2,2,1,0,1,39,28,10,11,0.6410256410256411,0.358974358974359,0,142028,78079,ege
2012,mus,TRB22,251642,5481,1,1,0,0,0,186,5,20,48,59,8,33,9,4,197,186,15,16,15,22,2,4,1,0,1,1,34,37,3,1,6,2,12,7,1,5,16,18,0,0,0,0,7,0,6,7,0,0,0,0,22,16,13,13,0,0,0,0,0,0,0,0,0,0,0,0,43,37,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,20,7,8,9,9,7,7.25,17,13,3,7,3,2,1,1,0,0,1,7,2,1,1,1,0,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,33846,12860,dogu
2012,nevsehir,TR714,216595,8117,1,1,0,0,0,668,6,25,234,182,74,113,18,16,564,668,21,24,72,97,12,22,7,14,15,16,27,32,8,9,14,7,3,4,1,0,20,32,0,0,0,1,0,0,4,7,22,25,0,0,15,25,241,245,1,1,6,4,0,0,0,0,0,0,0,0,75,103,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01,130,71,117,39,49,44,3.87,10,1,0,2,3,0,1,1,0,1,0,0,0,0,0,0,0,1,39,28,10,11,0.6410256410256411,0.358974358974359,0,42073,17749,icanadolu
2012,nigde,TR713,248351,7608,2,1,1,0,0,663,5,22,222,217,58,107,20,12,612,663,39,34,98,113,8,15,5,3,14,11,40,30,5,10,2,0,8,13,6,9,4,5,0,0,0,0,0,0,3,3,6,5,0,0,33,27,266,276,2,2,2,1,0,0,0,0,0,0,0,0,71,106,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43,112,65,103,9,55,38,4.13,10,4,0,3,1,1,1,1,0,1,0,2,2,0,0,0,0,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,45529,19468,icanadolu
2012,ordu,TR902,577422,6368,3,1,2,0,0,880,12,37,250,189,71,223,28,70,776,880,45,45,155,188,15,30,13,14,30,28,45,60,12,16,9,8,5,10,4,3,20,24,0,1,1,3,0,0,4,7,12,13,10,7,37,51,240,238,1,1,11,4,0,0,0,0,0,0,0,0,107,129,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,190,127,205,35,73,53,3.02,16,6,1,4,1,4,0,0,3,2,1,2,1,2,0,0,0,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,107226,42531,karadeniz
2012,osmaniye,TR633,350486,6789,3,2,1,0,0,869,7,62,223,231,76,189,29,52,750,869,31,44,113,120,11,15,2,4,17,17,95,107,12,24,13,11,36,66,11,16,27,24,0,0,1,2,0,0,13,19,4,4,7,4,30,30,231,226,5,4,3,0,0,0,0,0,0,0,0,0,88,132,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44,134,102,120,17,102,69,4.09,15,5,0,2,4,3,2,3,1,0,0,2,2,0,0,1,0,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,78985,31486,akdeniz
2012,rize,TR904,255819,9727,1,1,0,0,0,323,0,7,63,127,29,69,6,22,271,323,25,36,41,52,5,11,11,4,4,4,30,45,5,8,9,6,1,2,4,3,8,9,0,0,1,3,0,2,6,6,8,7,1,1,44,41,15,14,0,0,9,4,0,0,0,0,0,0,0,0,44,65,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,48,43,65,11,29,12,4.02,9,4,0,2,3,0,1,2,1,0,0,1,1,1,0,1,0,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,58576,24345,karadeniz
2012,sakarya,TR422,691992,10517,3,3,0,0,0,1454,11,60,435,418,150,257,48,75,1262,1454,47,105,147,158,16,32,13,13,23,28,106,131,11,25,10,18,28,19,15,13,27,37,2,2,3,3,0,0,13,19,26,22,50,68,67,79,491,486,3,4,17,3,0,0,0,0,0,0,0,0,147,189,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47,261,222,331,61,104,95,2.68,18,6,0,1,5,0,5,4,1,2,0,2,1,1,1,1,0,0,39,28,10,11,0.6410256410256411,0.358974358974359,0,155478,60363,marmara
